T_i,B_i
74660,96701
39646,68963
44363,47974
15531,48882
15436,38126
65572,34251
79364,55194
53512,50627
16882,35287
21030,94029
10819,84046
55696,49118
20865,72257
54323,33768
34232,35204
20080,74696
86341,11052
4929,48420
5242,1153
32541,5518
4441,15820
47092,72200
54455,19637
54765,20592
48265,47644
61488,37769
37229,27954
48222,21375
15680,97224
83823,40298
77914,37980
24730,43490
58612,11861
9640,78096
1478,79432
17782,34600
48493,42631
77216,27419
92841,9523
73720,70047
30917,76483
95575,25439
83081,31028
61438,53897
69857,67952
68166,18052
55265,4261
74321,28653
74977,48296
74338,71552
61294,18947
74236,78783
92624,60507
14951,17689
57452,91075
23913,16477
81830,4022
32694,13052
38948,1068
32441,63818
3622,70050
41775,77014
99448,8200
43074,54305
67156,45920
40029,2030
30235,34582
76577,5761
61916,27839
19194,7364
68190,77292
71694,19095
78687,47590
93424,36892
98302,99214
27919,68788
88839,61759
87342,54956
31383,71502
98729,89265
61333,81106
84224,19901
16189,88352
90203,12755
68888,15287
67184,30091
77752,4633
64038,70200
60899,87480
59141,13122
47262,17909
66794,58502
35289,40388
65457,570
58371,54843
67594,61182
48708,18661
2393,58081
52064,59714
91370,21065
84949,48332
63436,49516
34027,448
99406,81366
59278,79794
5906,27080
28536,86888
31504,21811
56893,29142
30726,41087
16318,92580
72881,57514
80831,23427
9740,88857
56326,28314
57467,31662
81612,77575
47160,30500
96667,10424
28635,63136
83947,33909
98530,99294
66833,47312
32429,29710
75185,41220
99462,86471
34976,61673
67343,49344
40165,20877
27332,71934
25806,19509
76981,47291
41246,88389
88887,9656
75866,33546
80388,33245
89113,74249
37294,19098
1487,73244
72477,70987
74708,58726
45346,31314
21892,83768
47169,1573
37854,68896
5846,91800
80034,40235
11457,71974
41599,5452
76182,70010
33348,9494
66041,35875
64443,641
21198,72616
27439,53551
56885,9600
30404,77435
17491,7698
32082,56652
30146,31516
21498,60331
19189,76880
15986,18524
79018,59661
96619,37922
79509,94800
27659,19153
53515,26824
87294,1790
14644,68300
59183,92275
29766,19839
25854,99219
69388,24306
78199,58364
86372,50047
45231,36388
11814,35433
53807,25450
70671,43209
65695,14082
30837,94051
89521,98093
80470,12261
60100,71735
40790,10782
56938,31754
81180,67820
32508,40129
51448,97773
60814,17482
29374,72769
91383,56276
38438,24903
16322,6152
69527,5191
27414,36314
81368,66175
55807,70182
66580,4876
92627,11005
69865,62325
6226,34682
52221,31510
38243,51984
98793,86893
43720,30646
29998,52565
44267,77849
10076,1306
28736,98964
22361,76521
97390,11009
57129,99184
17832,45129
51069,46238
19957,90727
63872,72135
92043,2190
60868,64980
14691,4400
70592,29437
96875,49718
44261,64921
94255,16405
10258,69693
73601,832
73659,69455
57787,6814
43446,59656
85719,88400
85154,98323
17684,85115
81081,77765
26361,58682
72407,45863
19217,91422
24906,35411
90412,79664
17664,12588
94119,57987
42909,94192
31547,15186
11490,50628
49684,7202
88476,80352
71653,17043
27838,16511
42304,76740
59453,23991
66676,30177
9115,29678
30627,33361
93874,73682
11191,14414
31086,60386
17156,29859
32290,97949
7229,77472
30758,73326
54333,66736
8180,599
56612,26778
48353,87181
32504,21767
60573,77373
23640,3883
67228,16228
22737,87308
80750,14480
46798,25929
91845,34735
36938,71798
52021,54347
97795,42893
12410,30650
45295,81484
88444,82128
87057,26334
24255,50044
70723,65635
64165,34239
52985,91238
60833,29951
7411,59641
29236,65329
69049,73290
61266,41188
26947,14193
33635,47189
45055,77445
59090,80675
13398,63145
53890,80981
58684,86436
61655,41414
83176,4301
48713,22839
46211,23051
48432,80901
8418,95829
32706,46382
65972,34769
123,4891
52385,95580
87596,88186
70401,53288
44265,80892
28057,7556
82590,11575
11297,85472
1262,74491
19226,88720
33248,77458
78369,57347
65030,36617
25766,34748
58209,45672
38709,13296
2322,96395
46086,37271
14331,36878
91676,79575
71368,887
17146,88392
11850,73066
6078,12253
66927,93209
65394,82050
62122,25536
68109,63116
55681,90255
3983,16685
29838,87978
40228,75707
19144,79189
20181,53880
57322,11260
56344,91725
84056,27605
7207,83557
80387,25440
97650,62279
86220,28422
67265,37480
18449,36580
3520,84385
75727,28090
34083,74429
1581,10639
84895,93331
55062,86655
60082,98737
68828,29401
65995,49350
94887,46025
13577,44169
98189,26263
8881,70321
85131,50133
24731,91192
58492,71996
79270,34226
84971,61271
49611,17058
54745,8242
96154,59595
84091,9970
55214,73276
15973,21857
44473,14618
56491,24743
89108,36060
7909,62817
66642,55335
66462,47270
84281,13620
86294,88352
19630,14764
91642,33079
93356,36757
44069,53572
50450,87400
2261,1450
88924,27410
27659,52220
11022,99939
43312,42530
75795,13369
93640,89520
58111,96350
78836,28218
4140,65216
67303,36362
7481,63716
11963,31317
52671,26630
4659,78524
24404,15819
61568,52319
62963,3145
60276,52274
90696,33373
76879,41288
57308,17291
17783,66971
23032,96648
67116,97525
67248,48890
91902,25135
65567,57730
33941,99802
80650,52989
84112,33374
76930,59255
70850,54022
51876,38165
74828,10711
35124,44550
45301,28648
8098,98139
94830,91968
83958,72855
49603,80903
80241,69669
35360,2885
33557,3032
95940,65380
97841,76659
2966,81500
66139,43269
43553,85971
34535,32857
94371,69303
42350,39589
54134,42323
4596,46313
80618,69399
14993,8860
79576,79167
47138,46259
19840,97535
23352,97077
18036,50747
92470,76459
73659,4172
71324,56395
52239,45225
40379,83611
53650,76962
99205,7019
29036,10817
65293,47168
59815,83268
9366,35118
34939,61860
21714,24887
30854,73467
9752,5962
41129,134
57522,40695
42484,53094
28744,60161
10670,18027
58122,22125
33945,60768
28926,4932
99666,12879
47272,997
44308,82399
79361,94155
57128,79484
16746,27652
82594,4392
92636,14618
92115,78217
78518,401
64906,38386
95954,50896
80715,34663
41873,83390
73548,81893
1942,21314
34048,91949
65571,38827
84200,28429
86872,27924
56089,1802
79492,40053
48392,58005
73531,88803
56221,91700
64109,61181
18027,93928
53456,13998
7418,121
16941,25917
27476,28134
76527,97622
12740,551
66134,50220
90970,51912
49680,69283
26657,76162
40226,67100
57882,71568
94030,30147
84366,97669
45063,88393
8595,6345
24794,6649
31962,13630
31487,85422
92177,69617
27350,1243
29928,37657
24074,94575
25393,88468
65484,67435
99908,50094
78368,45650
11223,89143
67795,60589
60594,68166
75024,3867
42181,42014
12637,25811
45136,53189
91026,2103
73017,80812
67160,8431
33050,41207
3041,49946
85816,41744
11959,35129
83235,74346
99695,63654
98527,12825
51397,92000
9801,32473
84408,68362
61529,82833
80744,44840
38365,9042
2352,91177
27335,32518
1176,81606
69869,54024
27010,23089
58520,34396
54158,95506
72516,53272
38425,12434
53139,20631
82714,90042
93576,7028
24699,47759
7042,90060
93093,62551
62873,23186
77725,97487
28120,75442
13641,44775
94166,1967
1929,49536
33882,26504
69663,36526
7161,52871
70179,23705
42009,4487
54055,81137
18903,32360
19074,40954
51688,23251
88727,74247
29256,8799
77053,70904
77593,53668
40185,38310
72346,49465
23533,63824
14714,71780
56848,60640
67380,10722
81457,53915
32017,12857
48151,69812
72196,38127
75202,17868
42017,66246
40306,59147
66691,65861
48385,31084
995,57877
98431,37957
80677,96195
44420,87876
61564,28816
66669,37540
45683,81092
17155,48454
86823,73783
87714,73308
34981,5680
64415,62066
92595,16342
88583,38109
89160,26976
7529,68956
59501,19521
34497,15870
78624,69247
46759,60175
57564,85931
31378,50117
74537,35135
84300,76258
25723,28156
88328,43701
54178,68302
93316,66505
79778,52743
75934,88750
84428,88650
57196,40616
47160,74245
54286,37151
26614,86659
69288,36186
78301,41779
26988,56191
69753,42010
82977,43849
30581,88612
55017,85033
20607,49551
48342,41787
97893,91771
91270,33656
19162,93714
20690,38993
30820,25475
7119,11224
88869,40126
23043,78467
76967,13544
23904,85720
16212,51574
99093,33843
74481,65042
72990,34724
78598,21262
49938,11625
28060,16358
72803,60767
1221,16378
84763,13146
29982,99692
21065,99357
15078,86528
47941,84872
34478,88332
59101,75561
60933,64207
44132,91834
79156,68697
78373,87531
84800,6489
53471,99621
27401,90863
76764,7748
82178,65145
42710,43411
94139,67896
65369,98794
60894,14624
1875,60646
77428,49346
52063,77919
94806,63475
10092,87669
574,92394
65400,60393
48043,52109
9343,91006
72907,66088
84284,34795
94894,45690
26708,64429
18302,18045
46016,36582
55523,22768
75689,59148
95786,77363
37664,23483
84081,46355
73690,67929
7252,13810
46510,27788
84226,44229
80111,46216
18877,23423
29564,57680
17929,22612
28340,145
50125,43890
71449,38586
16850,3668
22296,76305
49442,82840
20436,24248
19635,47015
51737,43828
48454,39310
59560,53944
64243,7788
62484,17104
58014,67578
18496,12147
76313,81384
88747,27239
93475,72551
45349,39982
43058,61617
74334,84965
82183,37560
31866,55409
9712,60784
16627,43137
2348,20437
13021,35430
11183,21741
14150,37182
97302,16320
53286,59741
88216,58670
63740,83315
88448,66632
69629,93299
35493,17389
25096,11211
84242,99257
77184,46711
90792,56277
94509,61590
46508,59886
55168,89781
60245,51577
83923,17240
18545,3965
15425,98932
87423,18967
88528,31935
3758,40073
32,50639
14208,84182
38299,82652
26731,3248
55190,9022
39098,57649
63625,15588
80023,81110
95731,33016
36854,15278
59006,52194
75906,65158
32459,17303
81014,68857
43042,18417
15820,47348
78012,70181
51238,99333
18772,10883
99016,69142
34055,81816
61190,24119
41154,46604
77228,6044
48559,97094
83065,63440
23782,7997
15435,42551
92605,69809
36167,57744
61059,59290
67548,85017
43304,26613
49854,55756
20122,44929
63697,41451
48020,1101
32486,84458
47903,29106
82459,46299
27116,43983
67818,32055
9059,40581
92979,35393
45215,95751
50331,19826
91304,32010
47726,52216
56797,76553
45635,67153
11030,3257
73615,36877
10371,95894
33306,96564
85532,81005
5667,86805
14348,68733
46160,30021
88487,80749
56948,71813
79507,20691
1375,76919
37121,87023
89509,39061
13472,86078
82266,17919
16268,87544
68741,19803
34761,78970
33265,65702
11860,61286
24588,69181
31885,23814
60483,26664
59535,5001
98235,94274
69014,65222
74846,80121
32483,52013
98523,5508
26607,192
68990,93103
13293,37232
4601,1069
61527,9257
45149,61155
90411,28008
22561,48455
26413,54351
61296,69978
86618,96512
17437,16219
11689,9261
59790,43480
51027,15707
55406,54781
29682,24806
23654,18153
67725,30367
61821,1451
76565,62826
82745,97253
93247,69393
80953,18154
51401,36152
88858,12522
44301,50603
83916,98451
18021,16074
21104,75943
69412,37536
64240,1160
7300,36436
8390,86460
96883,84091
44075,56687
92514,59535
31995,54627
23556,17305
12592,60147
85766,88246
73630,20944
33567,14258
65778,89898
82112,24922
98590,18999
9741,87810
58162,98970
7518,77820
34279,56480
85642,41255
70575,59938
94912,74768
54058,63160
61304,97772
50001,48755
19852,27718
50978,5193
22591,97970
8590,96818
3298,96058
56963,65981
33568,89849
81109,28769
55846,15948
62401,64674
42473,22758
36073,62781
54174,9402
72902,97371
44604,85541
70879,70885
70334,41692
99468,9743
51383,33436
45069,65854
12367,59508
42859,65045
58802,96802
65430,3025
1556,35563
30455,4922
49995,15372
19304,26765
17901,69921
27685,42690
65800,26321
32621,9047
83085,41224
91656,20572
51484,22504
27789,69571
72809,60095
1546,33094
54748,45836
7838,66118
91489,93045
10589,31592
78455,48511
93422,28995
59413,64082
55800,29227
39310,77636
65854,91717
96000,66542
21851,52241
13331,5697
97208,30718
76057,49982
69281,16155
34642,61140
97538,90400
24715,58014
2283,43022
21883,81378
92455,30565
41821,13799
16833,53786
11291,61409
12354,49464
54006,33516
82994,39393
14746,66374
14226,50044
64252,70160
49373,35237
69609,56594
70631,55936
74401,32094
82679,5964
917,86441
87040,90700
65379,67212
25684,36039
30729,67507
92711,22583
19833,28686
63955,89250
46595,82095
46409,15525
1281,36020
52334,10597
90548,93497
83325,90640
40719,95988
92910,47808
93907,41125
75603,80902
93452,63288
38996,60462
43856,45465
66334,82676
32003,54574
47335,45670
6189,22302
57795,43770
5990,69550
99837,10633
73930,6012
14186,70246
80459,2069
96817,64224
19904,98362
10960,83564
1891,21949
38443,39738
51957,34394
79469,35612
86750,37092
94285,26516
18921,8459
7615,50739
54649,337
62373,34978
48974,18984
18991,6618
85672,2600
65913,70192
93563,20102
4730,80656
8312,55212
96580,33083
59617,79121
94524,6210
48810,62735
64601,49044
70660,94455
10515,88605
19659,46609
79206,381
69146,65314
69877,77447
98866,58832
73490,43164
22375,25968
41721,2083
89363,53105
2906,64046
89021,72993
74486,98116
94365,38150
92784,53531
89330,5950
59444,16827
33791,76347
11797,74338
57458,63412
73972,61526
1306,65124
32258,53951
44262,92308
76085,13797
60520,47625
5122,14499
40279,23872
15246,8623
15901,81201
14861,15373
61927,23703
29766,78358
95215,49640
6664,39664
47933,33781
47251,44539
71222,61486
47074,76133
7697,22923
16353,30902
74096,49414
16801,75820
75157,89535
73404,29415
89103,63154
23338,9356
69892,32510
12171,20438
97063,63562
3500,62705
45089,35906
81869,28672
4502,68809
62108,25013
25560,83797
89355,5141
34593,98939
32194,71600
30010,65881
3912,62342
52228,63160
87929,74387
46378,54708
7816,20203
65929,9872
26524,98239
3941,85573
88067,6623
47250,359
72205,30939
22507,72225
84057,17158
89496,86462
31534,88344
9831,14077
98452,86106
86698,87264
9795,79397
80594,44050
81602,49971
75220,19270
7191,70971
19317,51168
44203,73860
87725,67868
17910,45760
83529,55122
79708,52930
34710,92620
62031,67820
31584,13911
59537,25964
83253,11499
22904,88126
58334,21286
49797,24985
85096,5161
44053,11279
98337,72684
94432,34673
92366,32445
47772,21808
38134,61654
80082,85213
92919,66022
55484,93697
78832,51960
21881,95930
19346,56319
26386,61175
11640,53910
10379,35513
59306,69057
95803,36556
96149,88907
12857,40794
57503,9667
70569,83287
85008,4251
43020,92331
73609,29955
89771,15857
22263,96016
98326,93862
17189,10373
17511,84621
39248,1832
58336,98451
13415,59345
23841,20576
84576,55055
29216,93917
19480,69223
40545,72057
24826,16402
18404,93253
2288,90907
41906,74589
92436,79579
55820,53754
12929,89713
8466,81528
33878,71441
99762,52781
56564,51192
26091,52497
63457,38292
89748,97755
22774,13517
42658,59726
58693,55739
57641,80975
32755,71892
99657,39477
31798,96780
68200,76183
41027,95563
65971,53717
73927,16396
93976,98899
93038,7895
17742,91877
53342,56676
2603,19304
22069,25860
98938,98428
24671,2968
18815,30304
60038,30087
72518,38400
39098,59911
2763,17475
96682,31880
92529,80527
72457,74730
38681,29677
46197,56970
33346,72794
51376,11829
73588,7408
61672,67988
79023,84040
56359,82417
66127,95668
27642,12518
73111,64362
74388,99059
96893,73583
86755,32443
80219,78590
20565,76901
40009,53140
95654,84149
56686,46706
3328,1316
15538,19495
65059,69048
8073,96745
113,78421
73384,95548
32453,55999
8560,74829
77303,12289
56886,59476
23178,14741
30276,89869
38360,98410
88841,13907
45279,50988
41356,41496
17601,14695
46039,55331
95584,68077
22572,49696
93528,12068
61138,15775
84353,21529
56187,78282
95437,72767
39109,28534
21701,93326
88780,13444
48772,41740
60964,51113
59965,67054
88452,93039
23924,79639
502,39529
70960,14955
26366,91066
48386,40510
54370,59985
74995,75789
96435,8423
19024,73666
61587,75767
51256,8533
68035,58065
55222,30977
82242,39543
61862,61519
78250,40649
4413,23537
55434,5732
9363,55483
64258,86604
57770,16062
91025,27478
17094,97247
11369,52926
27440,67149
29168,23875
52545,73076
20814,10306
70540,64895
76724,85048
52101,36727
92741,72329
75312,54716
19306,15799
85408,51025
99700,57925
56041,85636
65922,94986
91552,26540
16775,59565
77610,76513
84569,61739
20111,53971
8995,64441
90919,46116
30564,82612
33878,83581
41818,22715
48160,45343
75035,45205
91458,61680
82966,88186
56060,86412
39946,50575
64676,7125
66673,53209
91098,83759
20526,25311
14043,90010
45895,78838
71329,77732
55434,99622
63662,63857
97197,80230
62783,9373
90617,62017
11674,78622
91472,23967
3354,13272
20050,35899
87268,74852
79645,77391
41074,65279
44464,9263
33808,71560
26443,11380
62311,75003
83423,41788
12179,55471
46533,34616
31924,99865
36601,85882
53330,19241
62273,78361
74916,33005
37681,99636
83327,3610
82062,99404
98924,74520
62389,11086
23892,55869
29122,1702
13440,59442
26078,96093
18157,89224
48747,52304
55024,3843
31378,91823
78474,99520
14137,63954
3053,79798
79823,47989
76086,57315
30890,29682
65957,50007
38828,74360
12300,54393
16749,49788
40286,7232
64851,76201
77515,25629
89369,94664
47680,91471
54021,18109
85806,70601
55380,19431
8154,35403
37132,85330
65094,75255
51543,71508
5718,64788
93644,41612
59030,88607
25814,50509
37656,93962
42836,46312
12544,35796
13371,85784
81297,51371
81725,1
1777,35009
24335,70002
87868,93294
41119,36875
65677,9389
1699,83374
28320,53461
1803,3431
77443,85758
36238,4211
21021,25176
41667,82661
65369,83498
82407,85655
71383,9005
37629,94633
648,22683
90721,56671
81022,88478
10868,15642
17247,2042
39193,50101
27346,36212
83658,30126
72150,13974
240,16256
21258,31020
81365,19259
19260,26362
88257,97011
95794,35850
73535,42607
41357,53934
68824,48368
76396,61029
32087,21622
20872,84799
11328,61777
75596,96050
9942,93454
89778,39192
73029,41336
34401,19525
34017,88163
4475,33959
54424,7262
47162,49960
91525,21440
56184,26395
53892,33041
65774,59912
11626,80860
14573,4069
25116,24645
18994,59876
57241,71864
35216,74727
47054,84296
15795,23578
23423,78604
73182,92677
30278,23569
13225,80345
45279,57981
4670,58741
4734,88158
24182,93065
99867,40232
67805,62854
68000,26224
39604,83261
1958,53897
46065,75223
6080,77841
69307,17891
44241,78792
81517,60417
49663,82587
94541,68175
17844,21745
58965,70354
394,67383
95016,78715
29078,87032
58421,24088
2528,75084
76768,44905
92209,88832
79841,1732
59880,19777
16291,30993
80469,28186
71813,83082
28611,7663
7150,30211
21915,72186
76466,95060
48603,5450
34444,45266
45929,59064
33191,17792
86030,76513
42485,14867
5799,24430
4506,28841
99448,38412
68094,91390
76920,81161
69497,47931
43770,37432
15823,81568
36380,69897
98898,90756
11553,36478
49861,6277
31222,43443
74116,12066
5685,69233
78941,81624
15358,6089
93291,42535
24918,19767
13432,99193
77450,97812
7226,76592
55835,52239
98485,30673
18683,75110
474,91014
93496,68103
69663,58885
30436,50352
33717,92119
6067,31914
99423,65208
8234,52589
30731,37467
57875,45102
4043,51441
97985,91638
2165,66058
89303,74428
63985,8621
40507,94541
14243,1503
23540,74881
954,143
234,41947
53536,24221
58163,25292
89328,27779
12959,61056
78764,89907
53637,50852
36309,7116
68422,769
38071,20268
66056,74181
30833,13934
30616,80484
82807,74158
13875,38236
83791,43742
18227,95546
47508,6009
25160,86669
2992,9944
83457,89007
14801,78321
29484,57109
59565,55777
21713,24307
16912,3861
14878,60664
80961,74633
9613,11053
55463,88721
89042,54264
44504,66489
33770,3105
96048,74175
89906,77183
34558,64215
12457,48180
72718,99128
94511,40916
26376,78721
67661,95988
30493,18722
852,18032
48585,11743
99704,14378
82518,99576
44610,22018
63076,42804
2970,19608
23139,3049
5573,59371
59714,45482
99792,48203
33149,29367
60481,27329
11236,45599
13400,90906
69584,49376
64205,72835
1620,48027
74671,69762
14377,47537
67494,21957
9193,19513
49430,14626
11290,23294
89110,14270
4919,95290
7302,65171
44221,13680
67844,1115
71117,88995
79504,16831
45626,60571
63621,93677
36105,35978
21403,7749
78494,1787
99508,45386
427,54600
35798,23624
30076,81496
17749,42288
21382,50365
19602,81175
58814,36755
89428,62150
41860,42724
89206,91502
41177,43423
78093,3733
19112,63987
53761,99303
54155,43659
44065,59263
54691,78153
16203,20604
25992,99409
10313,20969
62478,74678
3987,4517
11417,85439
47272,43203
42336,41576
12819,47978
64529,80565
65700,20026
25195,2803
86608,57996
34745,5722
55474,86853
47901,21409
59107,25068
74950,66423
61517,36489
54256,46846
71538,7871
47931,89753
40653,81073
74419,55910
83907,51795
58271,71522
86599,47035
23571,24293
5488,43308
91485,78540
19153,36963
51150,34731
54627,30653
29734,5903
68135,49237
60451,97310
47579,35298
73136,27483
28953,71967
20262,73454
80770,84951
81144,66580
7662,56328
33263,42233
91380,70230
33546,45218
44884,42712
78383,96867
98699,88331
51691,57909
87821,84858
32436,81492
14600,32192
28700,16403
71264,41041
83738,11454
2447,82024
5839,66101
81757,77036
48918,68390
94439,51315
93581,40569
2631,76147
89856,10090
31715,42257
46535,56094
64366,25012
88033,72626
58164,2663
42489,75307
55411,61231
68724,24163
51633,52306
65326,90860
1197,20657
2324,33139
83638,34009
14953,95038
57414,77858
11807,52576
671,13308
2426,39940
4512,53626
53640,52899
13795,44535
49010,20517
79162,48571
8293,20164
56614,42301
56319,30921
21062,51143
35116,37047
41722,45919
96893,43298
85393,11711
39103,90414
86742,9603
51842,78277
952,85221
43897,94530
47759,94625
25784,91970
38443,45688
97192,16716
42550,64418
71286,88050
13203,86250
79656,73448
17705,89401
41344,9743
53324,71931
28619,66073
45632,8059
7208,4208
53421,93438
77673,21000
854,82525
34772,75586
89305,8277
29671,76809
86830,8219
47558,15389
19026,53028
59718,63018
31929,53042
71785,89023
25226,31997
36489,15416
68076,10948
28427,39659
89305,36525
68523,35122
38180,87930
21288,34125
62890,7844
45481,83730
44249,91816
82738,49648
52554,79675
48123,32748
45279,13958
36743,31143
18483,69451
12766,84279
46505,91515
18100,88490
85226,78693
34510,52423
85075,92724
85876,9594
18223,59284
80333,9541
10224,57242
74604,29345
53229,3415
51119,39460
31188,9226
814,14161
86817,99592
78701,75826
82784,64890
33954,45294
2438,97383
39916,19419
63027,14577
45143,30357
36601,84913
12636,55080
62081,13713
52397,683
92345,89973
65818,70182
9462,47251
81645,20895
446,4599
12771,97520
40940,49976
67931,84890
48100,9884
47761,37661
23073,21871
40334,92671
80157,25609
64103,20465
54073,63188
46358,44187
55872,13195
32889,17174
39481,40330
44441,5549
62159,52313
7558,81322
81265,36379
84730,54498
95894,83054
71612,77553
27052,98604
52919,45253
1753,80817
73523,80033
55315,93933
86644,34413
6534,31808
61964,30421
88352,42970
48146,47539
19833,62188
12246,96327
29182,36849
34818,61639
2312,99277
98586,47135
1142,58337
81696,19044
5687,36286
23482,67844
6684,91907
41626,36897
63829,45069
65786,21233
72081,68501
74184,3997
47453,3496
52338,93969
83840,89214
42862,185
46536,80813
13209,88900
55915,74620
46373,34633
54186,30862
53082,3653
89885,50111
92593,48424
93546,25217
88844,14437
40043,78379
10120,92035
10681,29733
27346,6296
63600,88813
52401,10539
33651,56630
17441,38448
25244,33179
7517,58216
48863,206
21008,25178
14963,31425
35869,50985
26138,94809
83973,38067
2865,84164
19630,13355
93820,22788
25314,24931
41647,7161
83718,30562
84729,2009
68624,22156
15787,33595
94140,92122
96818,69180
73886,67281
71355,91311
2941,64225
77925,523
48129,48825
53200,24705
46503,77517
4576,51452
81395,59668
67287,60327
83545,7955
78256,56025
50164,24358
9264,28028
61435,68806
43804,94286
48240,40318
44966,80939
80239,99776
9392,49843
99582,60664
13290,94358
35996,75699
81376,51154
56503,69776
49676,62474
43644,82201
70541,17795
88617,17478
28191,22411
92060,60323
61443,24551
43343,41942
68358,38565
901,20258
36744,59143
56178,81203
19209,34256
32320,26520
96869,94965
94398,29517
68470,57586
57354,13328
62320,28049
8718,98631
14385,78709
14887,24493
48494,18354
26834,5716
41836,69776
9098,8359
17879,11751
81550,14148
1614,58102
17637,47637
8929,68776
33521,565
53110,10659
54993,91585
77610,82760
98167,26502
80196,51794
15587,42751
37768,50021
39240,94668
23237,32158
45456,4078
64262,99430
87265,5410
10036,94382
94897,52279
36798,93681
78784,90994
49639,29508
58307,88851
8542,2129
11867,18243
49036,79461
39234,87392
57290,42808
79126,63691
67272,92111
59894,47628
68640,60373
25889,37739
31025,16575
92972,23685
62393,1265
55137,25735
67594,33573
21792,29623
98692,44951
61378,7361
97956,60516
58499,99211
28352,89508
3345,27553
80645,8805
591,82018
35271,6362
59149,74042
9097,85173
70990,95680
72140,47859
34415,34483
23775,59677
33236,62853
89776,22719
76154,96246
20217,60220
15536,15823
19012,88588
84211,95173
94243,50628
36717,37311
77627,15190
25305,30043
83664,26865
44265,94036
14230,65689
30046,92072
46624,50043
19803,42971
53576,39145
39449,55005
61965,6369
20578,29934
62723,23400
10778,75894
12623,82725
78454,65143
41296,94478
28863,42198
35803,83153
10231,249
96952,67099
43462,75011
27296,22868
22259,78258
4272,44311
94759,39271
9393,71512
65499,66405
88971,44008
45719,3506
4780,30197
52114,9572
26436,96570
45188,82182
70108,68047
86951,6010
80418,30150
15502,68537
59213,74393
38156,46710
71308,82306
60052,56096
17030,86820
77783,30469
81798,24372
10230,54267
28258,12439
46683,3389
11230,89314
12245,54672
85792,23980
1265,25087
14848,81369
80043,30787
11729,10101
61617,95665
31965,32044
29054,53814
58897,54128
57302,19667
25594,91463
78127,67103
46720,45532
14541,33769
24738,8831
70674,63877
6698,6592
42927,84598
47782,46304
44616,34968
50922,73551
55415,5228
27217,72170
28552,70420
33428,37817
64595,19240
59929,61002
74200,45031
28388,25476
8534,2890
1759,44562
92542,70241
56860,45299
64713,41956
19044,38178
59858,6022
63388,39078
98908,80524
21499,71231
51444,92132
44229,69381
10779,49848
64193,48685
43400,6715
98861,91243
97863,21338
67340,29747
55554,64096
34367,7373
79243,13900
31620,47479
31395,75315
53144,48104
85913,76510
14194,15411
56014,18181
48424,80439
71054,42623
92225,29394
81575,42405
41337,31754
22396,29867
22230,74319
83350,70639
45075,90770
14607,85540
18256,18682
45853,25291
86156,71859
29754,27652
27055,36085
58917,69636
91841,1069
17819,94294
83853,34026
36072,74088
43558,14636
4143,94475
44596,46415
28625,55969
12186,106
15540,64750
37801,44459
34445,77686
85284,53356
1517,52913
59442,34044
38162,98882
16378,93684
30651,14532
92834,39199
73073,40985
26168,83055
80089,57212
32058,80270
51234,45420
62278,64026
83787,5769
27486,96285
27376,67346
27876,5923
61650,39604
64071,27425
73281,98139
62932,78725
45721,67141
56678,45894
22691,6283
77587,60276
30032,73300
94651,6251
15257,50246
23471,27020
73409,97633
53947,12649
11906,38429
40077,30406
2754,37187
22221,85582
63235,47711
51874,86779
90013,35769
1949,67746
60359,87602
57361,86996
17847,52146
64311,62486
74116,2586
20447,42566
22844,25748
18034,6457
69032,72471
95697,8372
85620,8346
23918,60275
23866,55115
48823,61511
47610,39732
50610,24955
4453,52270
28118,30462
51782,15521
30233,80618
42086,26494
42947,82486
15921,47389
81651,96965
21241,80350
24245,66773
40482,73137
3652,45465
58844,31586
31560,83043
18763,67174
33204,62518
62856,96545
18877,65431
42360,8950
95309,31276
1715,12345
16927,32869
56840,40873
48448,44898
78532,90143
17137,9430
97856,431
67332,95375
52054,65901
96671,95744
1231,13905
39652,91548
97528,71543
58801,3919
7367,15622
54722,46419
63325,3132
10598,78526
48384,84753
79896,63522
37807,97084
71817,50642
83424,89434
98041,5854
8792,53610
82719,53852
3919,15285
95967,73924
29992,48676
81323,33100
46185,49616
89465,19518
89528,10900
19459,19977
47347,69481
11580,39468
5834,55522
84731,48610
81463,89917
53824,45703
80743,68870
53806,39606
4240,7918
4855,76655
55589,77347
62064,76605
59520,63358
1934,29258
30093,14018
18110,27102
40343,95720
77886,75059
61171,80940
25765,57775
50328,87483
3306,76014
32222,34756
26344,10312
14293,97953
97868,98772
91503,32050
66385,69083
82956,22581
97470,5646
56140,65185
71260,80581
89325,6892
46446,53398
90407,94964
42176,77
35611,8408
47321,27847
61096,82347
46183,76873
22864,19757
24219,9720
12749,6943
93998,183
76693,60599
5356,68212
3314,53480
4292,29684
23566,16077
38304,75800
41579,17873
32785,67430
97871,8172
71898,88202
77979,48571
86842,74506
37373,22626
17856,61368
78798,43467
40029,46251
76571,74398
10451,58690
74572,19753
39006,97253
40412,29247
29788,25055
96200,94893
64227,20463
64477,13824
89180,62349
96369,46364
55891,32436
37905,58733
41324,26619
16853,76334
46669,75914
30357,71477
89234,72409
88847,24587
12809,78685
10973,59083
75899,56000
29430,36667
95578,64887
7058,4572
78813,58958
18950,46746
9080,98853
77038,20904
65964,59728
55256,3543
8756,85815
41631,5383
61171,60576
94589,15316
29103,38250
18233,50447
11669,48086
